t,x,y,rhf
4.940625000000003347e-02,3.379999999999999758e-03,7.100000000000000191e-04,1.034000000000000030e+00
4.946093750000003786e-02,3.379999999999999758e-03,7.625000000000000484e-04,1.034000000000000030e+00
4.951562500000003531e-02,3.379999999999999758e-03,8.149999999999999693e-04,1.034000000000000030e+00
4.957031250000003969e-02,3.379999999999999758e-03,8.674999999999999985e-04,1.034000000000000030e+00
4.962500000000003714e-02,3.379999999999999758e-03,9.200000000000000278e-04,1.034000000000000030e+00
5.037500000000003780e-02,3.490000000000000047e-03,9.200000000000000278e-04,1.034000000000000030e+00
5.042968750000003525e-02,3.490000000000000047e-03,8.674999999999999985e-04,1.034000000000000030e+00
5.048437500000003963e-02,3.490000000000000047e-03,8.149999999999999693e-04,1.034000000000000030e+00
5.053906250000003708e-02,3.490000000000000047e-03,7.625000000000000484e-04,1.034000000000000030e+00
5.059375000000003453e-02,3.490000000000000047e-03,7.100000000000000191e-04,1.034000000000000030e+00
5.064843750000003891e-02,3.490000000000000047e-03,6.574999999999999898e-04,1.034000000000000030e+00
5.070312500000003636e-02,3.490000000000000047e-03,6.050000000000000690e-04,1.034000000000000030e+00
5.075781250000004075e-02,3.490000000000000047e-03,5.525000000000000397e-04,1.034000000000000030e+00
5.081250000000003819e-02,3.490000000000000047e-03,5.000000000000000104e-04,1.034000000000000030e+00
5.086718750000003564e-02,3.490000000000000047e-03,4.474999999999999811e-04,1.034000000000000030e+00
5.092187500000004002e-02,3.490000000000000047e-03,3.949999999999999518e-04,1.034000000000000030e+00
5.097656250000003747e-02,3.490000000000000047e-03,3.425000000000000310e-04,1.034000000000000030e+00
5.103125000000003492e-02,3.490000000000000047e-03,2.900000000000000017e-04,1.034000000000000030e+00
5.108593750000003930e-02,3.490000000000000047e-03,2.374999999999999724e-04,1.034000000000000030e+00
5.114062500000003675e-02,3.490000000000000047e-03,1.850000000000000516e-04,1.034000000000000030e+00
5.119531250000004113e-02,3.490000000000000047e-03,1.325000000000000223e-04,1.034000000000000030e+00
5.125000000000003858e-02,3.490000000000000047e-03,8.000000000000000654e-05,1.034000000000000030e+00
5.200000000000003925e-02,3.599999999999999901e-03,8.000000000000000654e-05,1.034000000000000030e+00
5.205468750000003669e-02,3.599999999999999901e-03,1.325000000000000223e-04,1.034000000000000030e+00
5.210937500000004108e-02,3.599999999999999901e-03,1.849999999999999973e-04,1.034000000000000030e+00
5.216406250000003852e-02,3.599999999999999901e-03,2.375000000000000266e-04,1.034000000000000030e+00
5.221875000000003597e-02,3.599999999999999901e-03,2.900000000000000017e-04,1.034000000000000030e+00
5.227343750000004036e-02,3.599999999999999901e-03,3.425000000000000310e-04,1.034000000000000030e+00
5.232812500000003780e-02,3.599999999999999901e-03,3.950000000000000061e-04,1.034000000000000030e+00
5.238281250000004219e-02,3.599999999999999901e-03,4.474999999999999811e-04,1.034000000000000030e+00
5.243750000000003963e-02,3.599999999999999901e-03,5.000000000000000104e-04,1.034000000000000030e+00
5.249218750000003708e-02,3.599999999999999901e-03,5.525000000000000397e-04,1.034000000000000030e+00
5.254687500000004147e-02,3.599999999999999901e-03,6.050000000000000690e-04,1.034000000000000030e+00
5.260156250000003891e-02,3.599999999999999901e-03,6.574999999999999898e-04,1.034000000000000030e+00
5.265625000000003636e-02,3.599999999999999901e-03,7.100000000000000191e-04,1.034000000000000030e+00
